file_name,speaker,usability,xds,interval_start,interval_end,pitch_min,pitch_max,pitch_mean,pitch_sd,F0_00,F0_05,F0_10,F0_15,F0_20,F0_25,F0_30,F0_35,F0_40,F0_45,F0_50,F0_55,F0_60,F0_65,F0_70,F0_75,F0_80,F0_85,F0_90,F0_95,F0_100
85_20210120,FA1,0.,C,195.469,196.214,--undefined-- Hz,--undefined-- Hz,--undefined-- Hz,--undefined-- Hz,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,200.111,202.856,111.78163465933365 Hz,404.76469938309066 Hz,204.96443908267787 Hz,52.88247019134638 Hz,--undefined--,163.79110791753428,176.3248217240163,275.88685488386324,181.37404804411915,--undefined--,--undefined--,--undefined--,--undefined--,214.40806331850496,190.63794247126475,164.21031988906694,--undefined--,142.70386249659958,--undefined--,269.58277629355314,281.5383336228521,211.98386674228254,215.49111675746144,159.09361549127726,--undefined--,
85_20210120,FA1,0.,C,204.1,206.651,149.8308501398722 Hz,296.38391130393535 Hz,234.30694570524014 Hz,32.82894812439946 Hz,--undefined--,196.23293916283382,199.47127643010563,199.0999191344298,200.45829606296698,157.47412443360096,--undefined--,204.66502282878162,267.4951011447259,--undefined--,239.18678853596137,244.52637748823147,237.37410366325201,237.00388485227228,265.4460021162099,260.30184491112504,269.0162038405821,269.0627135771002,270.29308101459253,268.8529366029995,--undefined--,
85_20210120,FA1,0.,C,209.023,211.043,102.70507969158763 Hz,264.57703577586733 Hz,226.55133295425364 Hz,34.58752520034376 Hz,--undefined--,222.40361426069566,220.4126547195818,--undefined--,--undefined--,176.03645169733204,--undefined--,222.84481106548313,210.52987277140372,253.90856532289706,263.1195655946158,--undefined--,253.83375532574914,249.91067570391104,242.98285248494562,241.3940148657687,234.95891166669318,250.38076677986015,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,211.834,213.099,90.25422457363206 Hz,366.3108081429363 Hz,173.58703336198522 Hz,65.07729194080385 Hz,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,125.17975274866832,124.22797691834495,110.14569707228807,102.86524490453003,198.15302732633998,--undefined--,--undefined--,--undefined--,205.97116391033472,185.86488417947362,205.92026152344624,355.65045217550306,--undefined--,
85_20210120,FA1,0.,C,213.358,214.5,252.20624817149053 Hz,444.07766753394185 Hz,381.97490190267774 Hz,45.15981666953951 Hz,--undefined--,--undefined--,414.62930367454607,440.57695329106764,406.76426511551017,399.58422569127083,395.8477296605043,382.70692312676255,336.62776815992936,258.89417593175483,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,214.506,216.802,264.23892475056374 Hz,515.6848652244596 Hz,374.9404618101806 Hz,65.3273453404799 Hz,--undefined--,--undefined--,--undefined--,372.30399805145413,--undefined--,--undefined--,382.7173437538737,500.5656908170005,368.36157789359794,--undefined--,--undefined--,--undefined--,276.1261300945676,324.3495871401256,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,217.353,218.485,279.37444806955165 Hz,371.45896397957875 Hz,317.9990097486354 Hz,33.91670151489924 Hz,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,330.26740434050487,356.1815141543717,353.4605523651451,364.2542885818788,364.295585204567,326.20478914666097,285.2567139515608,282.8384699323292,289.34348852731176,292.1962882884403,283.367585536266,285.68964937413665,304.6531800044896,--undefined--,--undefined--,
85_20210120,FA1,0.,C,219.383,220.24,371.22431154679805 Hz,476.66848034833674 Hz,407.1679321821462 Hz,28.863633344623988 Hz,--undefined--,384.0479784480738,421.31589207504226,476.0155172338049,455.1539438835339,421.3131178703348,409.73573837725877,385.4371408891763,386.87757505885406,393.67497602981126,404.6033914587404,389.5723809976691,379.74013434532736,376.35639215931764,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,221.306,223.744,114.15332407655701 Hz,520.4441551756483 Hz,251.32457565454888 Hz,58.523033979716466 Hz,--undefined--,312.59474845755574,--undefined--,269.8381761237121,286.78109192518025,184.69448660833652,--undefined--,182.07514364853412,--undefined--,297.7257573692297,227.0778450615128,--undefined--,193.88962762400186,267.3632102975702,288.4979998483575,--undefined--,--undefined--,229.91731190672388,209.02228401038246,190.16429568420867,--undefined--,
85_20210120,FA1,0.,C,226.52,227.152,283.8818397151649 Hz,353.19216212943394 Hz,314.24953787072707 Hz,20.22865481522859 Hz,--undefined--,319.2852168442715,300.492657218635,297.36657986113835,303.01556070973004,301.5919923881848,296.49684109826114,292.0355104783441,301.7932363628521,331.51857849449993,347.02720930047246,351.8643438776742,347.2593462134207,330.71409237472176,310.8397172768512,298.51325310152976,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,229.79,230.984,102.26366767122087 Hz,445.28537354983905 Hz,266.680919834931 Hz,143.14250098630166 Hz,--undefined--,--undefined--,--undefined--,--undefined--,115.50276701217327,109.62562812515633,103.77121033486077,105.24120605870104,109.35509087472843,188.2627838378866,437.4796536619326,444.44322325889186,439.19885581454605,420.38911903610125,385.58608182985716,329.71781580268816,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,231.024,232.963,201.8273165290115 Hz,521.2869324154789 Hz,294.12289611086857 Hz,91.41274146448251 Hz,--undefined--,--undefined--,263.6403880688948,240.35425987456864,253.12718424152138,--undefined--,239.82346131700973,286.52366058509796,246.59717259028858,280.5798149274133,228.8397348361012,231.36557099019993,--undefined--,233.28194277052143,--undefined--,282.7397668207056,254.1139908916183,--undefined--,520.5917705294861,352.9302999916727,--undefined--,
85_20210120,FA1,0.,C,233.794,235.181,258.62719418250106 Hz,473.83721725586304 Hz,355.1545752630184 Hz,57.397258453013514 Hz,--undefined--,328.87108945037625,390.2464002568555,464.53512493567416,470.82468376562593,--undefined--,376.5551100072185,377.70810215376923,332.9674516683208,335.08481404738126,--undefined--,321.1783339784595,--undefined--,--undefined--,309.2637784668243,309.15049602708115,307.0433337485189,306.591900357209,302.1461743649218,--undefined--,--undefined--,
85_20210120,FA1,0.,C,235.512,236.665,151.3623831227083 Hz,335.43375006595835 Hz,239.66618185871877 Hz,66.95725017001136 Hz,--undefined--,--undefined--,--undefined--,--undefined--,302.38921911435557,332.95922181378006,--undefined--,--undefined--,325.1823360679965,314.98728099462335,--undefined--,--undefined--,--undefined--,218.897096880637,201.34284179498007,193.29176652387198,175.26471553139925,156.7827351549225,155.4533131599533,--undefined--,--undefined--,
85_20210120,FA1,0.,,237.941,238.89,113.37179513929523 Hz,421.6439106437483 Hz,324.10627764853973 Hz,97.68130212367589 Hz,--undefined--,--undefined--,--undefined--,377.23456212957024,413.05855933253855,418.37375884104455,407.81346291426047,393.80768740657527,--undefined--,180.32623471009816,351.73977262130705,374.0256194946564,355.94181025845023,347.0331893088169,183.98022374569516,182.604717891985,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,,239.409,240.287,250.71718950232702 Hz,461.89805008273333 Hz,353.7892419034736 Hz,55.23917774781766 Hz,--undefined--,260.2244448920544,290.84767924408067,372.98872453208566,418.02265180764863,455.86305564696266,443.82292776682715,420.0519343680398,402.7293937155809,379.3251098644877,332.4492489320635,--undefined--,329.3922796995091,329.78507098456515,320.6602088212922,314.09389360631945,318.2189235129567,319.9524366084468,320.0959471813388,--undefined--,--undefined--,
85_20210120,FA1,0.,C,240.67,242.057,100.31064049100655 Hz,459.3258264128143 Hz,318.19800178288926 Hz,97.45622187621932 Hz,--undefined--,191.83404703957925,209.95656609076562,211.62723747864138,208.81763727563046,139.2653731658125,377.0841209384247,--undefined--,--undefined--,--undefined--,380.18707934465857,440.7697272287245,425.34813249186647,405.2201992767834,375.4257394356706,356.6406046970136,354.2265907723636,344.1116207105271,352.63581887137735,362.75000026318173,--undefined--,
85_20210120,FA1,0.,,243.128,244.24,145.35388707323588 Hz,504.54798071996305 Hz,304.0472477199657 Hz,125.47522060758212 Hz,--undefined--,404.20304803842106,502.9438771272355,491.74873719132194,--undefined--,--undefined--,--undefined--,--undefined--,316.2606210203184,293.93811650508263,296.2922083648086,147.97111739608422,147.98209300636572,146.5520652143233,--undefined--,303.2785211783985,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,245.49,246.766,131.42679063407 Hz,566.9299262429465 Hz,199.03612494078868 Hz,75.23176842585492 Hz,--undefined--,149.16015241182046,--undefined--,--undefined--,--undefined--,--undefined--,544.9883845984267,--undefined--,192.55574437246344,200.6164494189251,224.71657125691104,214.43737566779063,227.5554420647455,200.52772180597339,200.80097446878287,196.06149896484058,160.01694626674907,168.0261131268435,135.81110181410006,143.8885228381253,--undefined--,
85_20210120,FA1,0.,C,248.005,249.576,136.69371788996781 Hz,334.8930744360487 Hz,256.7998232881318 Hz,49.36854797874444 Hz,--undefined--,145.8500562217662,--undefined--,--undefined--,189.32830259204596,--undefined--,--undefined--,243.0920284434063,--undefined--,--undefined--,274.0451014378459,311.7143378575267,332.19609218220927,306.60070177953247,276.6617249123665,256.21025670894585,257.34889087916014,255.74624116813402,259.0240998256116,259.2238888603435,--undefined--,
85_20210120,FA1,0.,C,251.204,252.582,103.60251557308739 Hz,355.4731958475257 Hz,270.19126205555705 Hz,76.32510783852095 Hz,--undefined--,159.1477933860201,--undefined--,--undefined--,105.65694107535313,--undefined--,--undefined--,--undefined--,269.42504257162443,--undefined--,--undefined--,--undefined--,--undefined--,340.4388604733138,350.50243137044197,343.2470474930084,313.7724760149933,294.676589507643,277.828230122551,275.0017398596733,--undefined--,
85_20210120,FA1,0.,C,256.785,259.316,217.37775146807135 Hz,630.775330199406 Hz,366.30197217529616 Hz,107.61595545539649 Hz,--undefined--,376.0653597179957,339.63993732653324,355.8551518560133,349.38580714263765,341.97952551038765,315.2988780347734,575.9055086822591,514.3645873792069,477.81067172195554,554.071652150126,512.4425042572865,--undefined--,378.58030652468517,367.4281118954726,--undefined--,225.43576868042265,223.94861044773418,225.65905127229018,218.3208534113157,--undefined--,
85_20210120,FA1,0.,C,263.371,266.024,121.17133959708032 Hz,460.8519582524401 Hz,341.09729791577814 Hz,71.62012524545706 Hz,--undefined--,--undefined--,331.5506767645385,412.4169894549449,433.25810072989,449.1186185534823,362.7267151043128,385.3250397926014,354.67635203144715,292.7172946115309,283.3797382269272,--undefined--,359.17730053076343,384.1997812783638,313.3165112813639,--undefined--,331.0986355849195,293.78736760388654,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,,272.141,272.487,205.8555854992626 Hz,495.466729912058 Hz,319.59934434861214 Hz,113.13241272835783 Hz,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,206.09309707855357,212.43331675891756,219.53690468057272,240.43603665835445,267.4206486053153,313.0268305626384,400.3671757243901,463.35307205873033,495.1344955271553,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,482.1115016019031,--undefined--,
85_20210120,FA1,0.,C,277.268,279.441,127.12212451645296 Hz,399.16079866458153 Hz,206.53075602729538 Hz,57.020850375359 Hz,--undefined--,172.52168810181777,176.79204959761225,210.91581497366516,363.3333532629512,239.4067812010442,189.36653720976588,184.03547222173933,--undefined--,181.72561057769974,176.80092937481356,--undefined--,147.373875845598,--undefined--,--undefined--,128.10184524753146,--undefined--,227.93858479266052,276.52683634710377,220.73168860794567,--undefined--,
85_20210120,FA1,0.,C,280.285,281.775,148.14422728575184 Hz,424.7926795778293 Hz,270.0690785969022 Hz,72.59992785824586 Hz,--undefined--,267.82743843376676,306.6615949059876,315.23686006348237,313.76805574137114,322.92831743572145,364.1330258938023,364.5216180533575,--undefined--,--undefined--,306.82837864739406,271.94561051861126,226.92970880437488,--undefined--,216.87424414891993,181.15819292370284,163.03826206895886,153.6376246213005,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,283.79,286.371,156.7176899676582 Hz,352.47757095792286 Hz,223.8259220071799 Hz,54.08425121498078 Hz,--undefined--,287.195470069488,307.90350962953187,--undefined--,--undefined--,308.33074066698117,--undefined--,--undefined--,198.07367866854432,224.77930209344768,232.30438151848892,--undefined--,230.63511485037395,--undefined--,--undefined--,161.60978742627572,167.9943417886109,167.83977082436704,170.4160740544796,166.36578078842916,--undefined--,
85_20210120,FA1,0.,C,289.513,290.717,146.65257240323191 Hz,237.10273616950127 Hz,176.17968330921929 Hz,26.12360670136989 Hz,--undefined--,--undefined--,--undefined--,150.63462726583413,147.30306989106978,148.79637023141038,151.86713139060427,151.85341037220232,--undefined--,--undefined--,--undefined--,205.57248176368182,197.7592739876619,196.43815495359678,195.90750951573156,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,294.467,296.314,159.0612546381415 Hz,298.4370646766899 Hz,225.37071089706342 Hz,46.49249145116778 Hz,--undefined--,--undefined--,220.36823244323236,244.84380663809645,260.6412629635147,263.42488531071984,263.5556455798614,--undefined--,266.2951165128077,267.75661099373633,--undefined--,--undefined--,--undefined--,--undefined--,160.6472839833616,--undefined--,164.05408625758378,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,297.762,298.966,99.20943169550375 Hz,538.6439289781284 Hz,215.3091001391489 Hz,106.61792644030841 Hz,--undefined--,--undefined--,103.78097459604045,109.06044797854177,--undefined--,511.34682103564114,--undefined--,156.98751199771286,170.24319920702334,193.13535112550917,185.99901897300535,--undefined--,--undefined--,259.72744289630947,256.4831412462364,252.66703350701138,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,301.793,302.908,237.68145483505953 Hz,454.9976663325943 Hz,329.7540009537759 Hz,65.4776603743358 Hz,--undefined--,363.67873928728784,--undefined--,--undefined--,390.932334967421,418.0731790875661,--undefined--,--undefined--,331.091106836337,281.66586790307633,253.17604601989345,238.59188944955818,253.94553083125402,304.18957929644483,372.2751045416599,418.2824061695577,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,303.063,303.287,265.28322004155416 Hz,318.0677362560836 Hz,298.2749235021859 Hz,15.229364919785349 Hz,--undefined--,--undefined--,270.2767282518136,283.2094748821077,292.75367896346876,302.71795024811587,312.48163186152874,317.86821959439646,311.05479555732,308.63385128054614,302.2574347532427,294.7808141396611,290.1510333681386,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,306.445,306.751,--undefined-- Hz,--undefined-- Hz,--undefined-- Hz,--undefined-- Hz,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,307.062,308.164,110.4048379580929 Hz,438.23913859536225 Hz,315.01164051622345 Hz,93.75344847372651 Hz,--undefined--,--undefined--,435.14891882946586,--undefined--,234.0278941497775,211.67195680669775,207.03771868403607,373.63493173879255,161.41977387548116,--undefined--,346.248585152074,316.22327763503614,--undefined--,392.76991937497235,397.88028884843135,404.34968427666735,320.2035601474173,374.33540560198026,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,310.516,311.74,222.29283545534776 Hz,621.3052024139279 Hz,377.952127125968 Hz,91.24804893956097 Hz,--undefined--,--undefined--,430.39618966118866,539.1263900186822,319.345474710691,302.4305023982604,--undefined--,--undefined--,--undefined--,--undefined--,497.2413171251011,455.22047356832854,415.7631067156652,378.2926233217838,340.403069706144,306.702271337038,265.67159081340753,242.00810957252693,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,312.204,313.265,301.25332948910835 Hz,391.31139307931744 Hz,348.6624582493283 Hz,22.763975957673523 Hz,--undefined--,302.5927500859467,314.050389946441,337.54849347963676,373.7301893178959,384.37121372008244,390.35020206419244,385.74284305433935,376.68425992966775,358.66232110100844,350.98611205586485,343.3773316331816,343.21409065142564,340.96095724331457,342.96036709663616,339.6965747812167,339.03005347405053,338.8450619272203,337.64031927853705,334.0647580133047,--undefined--,
85_20210120,FA1,0.,C,313.347,314.653,261.74559729454336 Hz,453.0062746626155 Hz,348.0604007408518 Hz,50.045400390941225 Hz,--undefined--,285.2575778096302,290.34899410512963,278.17300425419074,--undefined--,--undefined--,406.42317877448056,452.0789977396072,435.2840098024606,402.05471332627366,375.23188044070895,353.24889744558106,339.044256938759,339.360427181752,332.3808324928805,332.83940543026927,335.18476785618566,329.2115150008217,326.6120912739869,326.15647416685044,--undefined--,
85_20210120,FA1,0.,C,315.933,317.249,287.70116878193176 Hz,522.7444282102313 Hz,397.8591418859214 Hz,70.9705509492499 Hz,--undefined--,288.34492271469003,311.7801725298825,322.8654763515754,309.5119248822797,--undefined--,--undefined--,472.3544115332379,522.6823670716839,506.74401859061146,472.43569118053335,431.6997231341931,405.0546348114805,393.9108838406345,386.74057740177045,378.2837566369188,369.60302381809953,364.9111724357498,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,318.025,319.28,270.6944080949378 Hz,614.4127064042956 Hz,439.7959844858697 Hz,96.33189564598086 Hz,--undefined--,--undefined--,542.6789744276552,--undefined--,--undefined--,--undefined--,--undefined--,474.7356286621057,322.78283617396255,312.1283240683136,578.6112726904616,545.0941993832406,490.9964963127168,400.0758400197854,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,320.004,321.218,225.70006884708823 Hz,518.3954400574338 Hz,388.3101027820489 Hz,93.1011528429234 Hz,--undefined--,--undefined--,--undefined--,--undefined--,462.7018677519264,513.6470347269939,492.7104459724551,--undefined--,--undefined--,--undefined--,344.4589402522736,370.38706495623217,414.80761340946816,--undefined--,243.29115014674804,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,323.065,323.84,207.1542000225637 Hz,467.3369127226167 Hz,338.4009898950043 Hz,70.54376318381053 Hz,--undefined--,303.93078119150096,306.3309603294759,302.94865777276567,299.4825768517743,364.1515212579054,393.03102090530405,444.10902079658183,465.90933827859885,449.13015868475696,404.1939148873294,366.82546696485645,329.66174151874293,307.8737108705565,279.812025301102,267.5211722400697,249.57701949422147,212.2942854709934,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,323.926,324.62,160.36129883720523 Hz,365.9022948136998 Hz,282.3441227270974 Hz,76.37760014278919 Hz,--undefined--,--undefined--,317.9558726452182,365.20627632564396,363.5427502320955,361.7993106641093,359.715416154386,339.24911919665084,316.81253466768305,278.06502132679566,238.6048067892588,212.38280907011722,183.27045541079096,170.51295766270195,160.75888893771818,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,328.273,329.487,223.66395068463981 Hz,568.9559677358275 Hz,289.8151491939693 Hz,67.86014054024386 Hz,--undefined--,319.2494215285999,332.17320342096474,379.8338675310461,--undefined--,--undefined--,--undefined--,241.36209868288717,254.48574997159722,265.27307748451517,260.64045128619216,259.2874688864828,264.2903446603629,269.85442025503147,269.10849270207285,269.86281068982936,268.830976940378,270.01825914875127,268.03158636953543,541.156128058939,--undefined--,
85_20210120,FA1,0.,C,329.574,330.9,236.18959318066527 Hz,326.11127669392755 Hz,272.6895695664586 Hz,37.10086592328928 Hz,--undefined--,297.77126080367566,315.74909634983175,315.89333224529827,324.5864208105734,319.8596879479964,322.60842004216875,321.1134857089472,--undefined--,--undefined--,--undefined--,242.86202535786703,238.02997573424585,241.1434737251761,238.66127216339638,236.66396658863763,240.89832611592814,243.08610120490349,247.24849933155176,238.68258937065872,--undefined--,
85_20210120,FA1,0.,C,331.558,332.875,102.94209393406705 Hz,353.76307902858 Hz,310.00183588040125 Hz,37.07793321299803 Hz,--undefined--,271.2330143750101,316.998611088666,351.8180369446418,346.2511157731637,331.5491493554892,312.4309930191518,317.25263156747985,315.0313498911587,315.1669238742262,303.9845327224047,310.32067194254716,303.4927915983295,305.302474801787,302.9344800576189,--undefined--,104.71760617830182,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,342.006,343.608,211.73847535711747 Hz,509.3985223822818 Hz,292.18759802707785 Hz,59.795391862487875 Hz,--undefined--,291.86739242871874,343.00375767035246,--undefined--,--undefined--,284.31824315175146,272.02381291017525,241.85569303400956,253.46651032719475,254.65711066004732,467.57207934858195,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,343.904,345.118,252.23531386665744 Hz,358.7274827207635 Hz,274.79387659761915 Hz,37.0199669912803 Hz,--undefined--,--undefined--,358.1258529381984,343.1631079690753,--undefined--,264.74048969599806,258.36260314667254,266.35698285163727,--undefined--,--undefined--,--undefined--,259.1400224616905,252.98519916738798,257.3528651331781,257.616996663504,254.13650957073935,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,347.557,349.955,140.83227808956667 Hz,438.01034126927533 Hz,377.86527331375953 Hz,38.20240242169091 Hz,--undefined--,328.51037647687684,383.7817138398197,389.71366412097893,381.8783302110169,391.05510099093254,401.59146092437356,397.70769939834577,364.6805710638698,354.3256404086126,386.7087473338075,402.147921754861,394.6282140910619,395.6474104486199,--undefined--,403.54246007415225,416.3760398378969,399.1560351785035,--undefined--,339.45611311104216,--undefined--,
85_20210120,FA1,0.,C,349.975,351.301,249.29638515319158 Hz,598.509706173723 Hz,387.7581650343084 Hz,66.77263409808691 Hz,--undefined--,400.0722385149847,399.7408195541096,--undefined--,--undefined--,--undefined--,--undefined--,404.3107382767192,439.8278056405699,442.22759547202537,444.86004541024727,428.20910427506925,397.6078547427036,381.03840646356906,347.29959372368506,316.04300159157634,276.52795330685467,251.0167786403766,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,352.663,354.388,223.49933866228764 Hz,524.6072093128635 Hz,418.8423395540301 Hz,81.52294896058038 Hz,--undefined--,441.56940825995383,444.28996252620107,--undefined--,454.58980333996425,430.13096332530773,--undefined--,--undefined--,471.57630729449494,--undefined--,--undefined--,418.915396607021,--undefined--,511.8498946169581,516.2298044464394,458.0490057464961,366.1110961349411,302.3082583803997,247.85826024016683,--undefined--,--undefined--,
85_20210120,FA1,0.,C,356.009,357.203,163.58932370243036 Hz,367.2604162698782 Hz,276.2142959911334 Hz,53.14469523404412 Hz,--undefined--,166.0728688334695,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,250.6371727145144,287.64494035103513,333.14087061872004,363.6831385729786,345.98653907918793,303.2995872414221,272.8798264539209,263.5209033216952,253.0137815792778,254.39746476274559,260.8358964337105,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,360.529,361.836,320.6767180691141 Hz,394.41245772862936 Hz,348.62535332229277 Hz,21.281830875935064 Hz,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,379.1852927141205,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,382.13998186585724,350.38641645249385,336.1869964407674,331.6256231321728,323.9324851788673,320.6767180691141,--undefined--,
85_20210120,FA1,0.,C,362.161,363.589,120.47764719881438 Hz,459.41739660976197 Hz,207.4853747928662 Hz,144.0436898258527 Hz,--undefined--,137.43517186463845,448.871736230028,--undefined--,--undefined--,--undefined--,--undefined--,121.50579640286963,121.52356890010532,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,363.651,365.857,99.47528915594546 Hz,487.849453821215 Hz,368.6123044596405 Hz,99.19150889594711 Hz,--undefined--,458.1865308102558,--undefined--,--undefined--,446.58264742815396,174.44868167917332,--undefined--,396.8654575410488,436.4966409228585,375.3346858215621,308.83224845494834,447.5795481339875,386.61268682056425,431.60497735688705,417.93178911032794,363.64765497355177,296.81694914418955,--undefined--,--undefined--,--undefined--,--undefined--,
85_20210120,FA1,0.,C,366.936,368.599,102.54090042453886 Hz,506.81997984743805 Hz,281.2087881078937 Hz,115.70921503622198 Hz,--undefined--,381.1889911518359,402.7969376545097,447.83661196595574,--undefined--,--undefined--,482.1423892422198,148.30469766121112,104.77175730743923,304.1993744930631,--undefined--,203.93957053119482,212.2346181546343,--undefined--,230.4335235254855,221.72884307095111,213.67942977875458,217.80322546560328,219.19477087868395,--undefined--,--undefined--,
85_20210120,FA1,0.,C,370.629,371.619,181.98268854891816 Hz,368.7185937261675 Hz,281.5662431321879 Hz,58.72342082749436 Hz,--undefined--,193.93030718110745,182.5314136422272,202.13885184957843,211.09689691467966,234.56498431179168,250.06066322790744,256.96408492737277,--undefined--,--undefined--,--undefined--,350.1374658149224,367.45847013562945,348.6599206545868,330.91229068764966,319.6501090851559,313.3011372689181,304.84832015837594,303.65599676608053,303.9330873906565,--undefined--,
85_20210120,FA1,0.,C,373.68,375.884,168.77599263059122 Hz,418.7199146478429 Hz,274.4711697511012 Hz,72.91897601420928 Hz,--undefined--,199.6754963907687,301.653779451336,297.6887057181235,--undefined--,180.42885688434254,--undefined--,--undefined--,--undefined--,206.0801639162739,--undefined--,269.09842985263884,274.4819736675514,308.5675362410077,379.4253826250419,404.37568773155476,363.16156254682477,282.8048380150389,--undefined--,199.58896209718185,--undefined--,
85_20210120,FA1,0.,C,377.088,378.578,114.61564569024978 Hz,310.07525893957956 Hz,242.43481556455686 Hz,39.55115965156291 Hz,--undefined--,--undefined--,--undefined--,--undefined--,297.7916613955289,261.4958490252232,262.3047274184531,267.62566421278086,237.76868363913857,258.8794487447345,249.44870902166173,246.42378494530797,234.49628393576214,225.22075142129813,230.70008872592751,--undefined--,115.56374463736078,231.23765826232454,234.80359911325849,244.16398302883653,--undefined--,
85_20210120,FA1,0.,C,380.838,384.673,237.52702682726493 Hz,597.9535162626623 Hz,468.77126591819876 Hz,75.63201344020081 Hz,--undefined--,355.3228259764767,429.29243347690874,509.52677480810104,502.3622362909568,533.7874946482032,494.2070645413325,469.0827071407965,363.9182603636646,508.26392258692783,477.8341783973249,500.2736710775008,543.9069002757442,--undefined--,455.71773740311534,435.6369876155363,484.34872211822574,587.6032711142491,526.5472243051705,319.685356060635,--undefined--,
